"model_id","aucpr","auc","logloss","mean_per_class_error","rmse","mse"
"GLM_1_AutoML_1_20251214_172636",0.9937757991638884,0.9946336429308568,0.07817802142509499,0.026470588235294117,0.14030257383529476,0.019684812224808335
"GBM_1_AutoML_1_20251214_172636",0.9929650726651496,0.9947368421052633,0.08768666258203359,0.03880288957688338,0.1582950249706989,0.02505731493047418
"GBM_4_AutoML_1_20251214_172636",0.9902634321902336,0.992796697626419,0.10198009752245966,0.034055727554179564,0.16542466449579923,0.02736531962354774
"GBM_3_AutoML_1_20251214_172636",0.9898967129579328,0.9926522187822496,0.10552875405223064,0.035242518059855524,0.17001328099439214,0.02890451571447814
"GBM_2_AutoML_1_20251214_172636",0.9897791253078326,0.9921981424148606,0.10317295130208508,0.0369969040247678,0.16710407760098694,0.02792377275087667
"DRF_1_AutoML_1_20251214_172636",0.9874908281879942,0.9904437564499484,0.1217216554035874,0.042879256965944273,0.18506565807814565,0.03424929779989711
"GBM_5_AutoML_1_20251214_172636",0.9871247316472964,0.9880185758513932,0.11051129665283832,0.035810113519091843,0.1681245714032155,0.028265871509514907
"XRT_1_AutoML_1_20251214_172636",0.986320003070817,0.9865531475748196,0.2506315317389177,0.03168214654282766,0.17960403936318117,0.032257610955571135
